brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,id
Mazda,CX-5 Grand Touring,2021,"61,117 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Sonic Silver Metallic,Black,None reported,Yes,26485.0,101634
Toyota,Sequoia Limited,2023,"8,200 mi.",Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Brown,Black,None reported,Yes,78900.0,101635
Land,Rover Range Rover Sport SE MHEV,2021,"15,000 mi.",Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,Yes,69000.0,101636
RAM,1500 Big Horn,2021,"35,003 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Diesel Gray / Black,None reported,Yes,40999.0,101637
Cadillac,Escalade ESV Platinum,2017,"93,971 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,47000.0,101638
Kia,Niro EX,2023,"7,578 mi.",Hybrid,1.6L I4 16V GDI DOHC Hybrid,Automatic,Snow White Pearl,Charcoal,None reported,,31113.0,101639
Lexus,RX 300 Base,2002,"121,000 mi.",Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,6348.0,101640
Lexus,LC 500 Base,2021,"22,400 mi.",Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,81900.0,101641
Porsche,911 Carrera S,2013,"52,044 mi.",Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,White,Gray,None reported,Yes,76500.0,101642
Hyundai,Sonata SE,2013,"43,903 mi.",Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,12500.0,101643
Toyota,Highlander Limited,2020,"53,550 mi.",Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Blue,Gray,None reported,Yes,39687.0,101644
Ford,Taurus SHO,2011,"160,000 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,4700.0,101645
Ford,Excursion Limited,2001,"333,361 mi.",Diesel,250.0HP 7.3L 8 Cylinder Engine Diesel Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,17000.0,101646
Audi,TTS 2.0T Premium Plus,2011,"69,700 mi.",Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Orange,–,At least 1 accident or damage reported,Yes,23000.0,101647
Mercedes-Benz,E-Class E 550,2014,"43,690 mi.",Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,23500.0,101648
Porsche,911 Carrera,2020,"16,741 mi.",Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,112500.0,101649
Hyundai,Accent GLS,2014,"127,941 mi.",Gasoline,138.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,7500.0,101650
Honda,Clarity Plug-In Hybrid Base,2018,"71,000 mi.",Plug-In Hybrid,212.0HP 1.5L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Red,Beige,At least 1 accident or damage reported,Yes,17500.0,101651
Chevrolet,Camaro Z28,1999,"58,800 mi.",Gasoline,305.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,15000.0,101652
Kia,Optima LX,2011,"100,331 mi.",Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,–,At least 1 accident or damage reported,Yes,6900.0,101653
GMC,Sierra 1500 AT4,2022,100 mi.,Diesel,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,10-Speed A/T,White,Black,None reported,Yes,62499.0,101654
Mercedes-Benz,E-Class E 400,2018,"28,690 mi.",Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,38880.0,101655
GMC,Sierra 1500 SLT,2021,"12,941 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,51500.0,101656
MINI,Cooper Base,2009,"90,367 mi.",Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,9250.0,101657
BMW,M3 Base,2017,"44,000 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,55000.0,101658
Mercedes-Benz,SL-Class SL600 Roadster,2005,"93,000 mi.",Gasoline,493.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,22500.0,101659
Mercedes-Benz,CLA-Class CLA 250,2014,"76,170 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,16500.0,101660
BMW,X3 M40i,2019,"36,438 mi.",Gasoline,3.0 Liter Turbo,Automatic,Alpine White,Oyster W/Contrast,None reported,,39998.0,101661
Maserati,Coupe Cambiocorsa,2006,"54,082 mi.",Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,17000.0,101662
Dodge,Challenger SXT,2013,"61,074 mi.",Gasoline,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,16800.0,101663
Lexus,NX 350 F SPORT Handling,2023,820 mi.,Gasoline,2.4 Liter,8-SPEED AT,Black,Black,None reported,,51998.0,101664
Lexus,ES 350 Base,2007,"78,980 mi.",Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,10600.0,101665
Nissan,GT-R Premium,2017,"37,800 mi.",Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,None reported,Yes,149500.0,101666
BMW,M440 i xDrive,2021,"24,300 mi.",Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Beige,None reported,Yes,49999.0,101667
Dodge,Magnum Base,2006,"133,255 mi.",Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,4000.0,101668
Ford,Explorer Sport Trac XLT,2007,"228,000 mi.",Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,3850.0,101669
Ford,Mustang GT Premium,2019,"35,500 mi.",Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,32300.0,101670
Nissan,GT-R Premium,2010,"15,600 mi.",Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,69500.0,101671
Land,Rover Range Rover Sport HSE,2011,"105,000 mi.",Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,10000.0,101672
Bentley,Bentayga Activity Edition,2018,"41,000 mi.",Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,113000.0,101673
Jeep,Compass Sport,2016,"99,000 mi.",Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,5000.0,101674
Porsche,718 Cayman GT4,2020,"13,554 mi.",Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,124995.0,101675
Hyundai,Equus Signature,2011,"143,898 mi.",Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Brown,None reported,Yes,9950.0,101676
RAM,ProMaster 3500 High Roof,2021,"147,834 mi.",Gasoline,3.6L V6 24V MPFI DOHC,6-Speed Automatic,Bright White Clearcoat,Black,None reported,Yes,32662.0,101677
Buick,Enclave Leather,2017,"83,280 mi.",Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Quicksilver Metallic,Ebony,None reported,,20599.0,101678
Mercedes-Benz,AMG C AMG C 63 S,2016,"40,515 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic,Black,Black,At least 1 accident or damage reported,,47999.0,101679
RAM,3500 SLT,2017,"157,272 mi.",Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,32999.0,101680
Mercedes-Benz,SL-Class SL 550,2013,"130,000 mi.",Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,26900.0,101681
Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,"71,962 mi.",Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,46900.0,101682
Land,Rover Range Rover Sport HSE,2012,"110,000 mi.",Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,10200.0,101683
Porsche,Cayenne E-Hybrid S Platinum Edition,2017,"69,404 mi.",Plug-In Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,29500.0,101684
BMW,750 i xDrive,2019,"28,744 mi.",Gasoline,4.4 Liter DOHC Twin Turbo,Automatic,Black,Black,None reported,,50998.0,101685
Ferrari,812 Superfast Base,2020,"1,575 mi.",Gasoline,788.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,469900.0,101686
Mercedes-Benz,Maybach S S 600,2016,"108,500 mi.",Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,63500.0,101687
INFINITI,G37 S Sport,2010,"116,451 mi.",Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Gray,None reported,Yes,16500.0,101688
Chevrolet,Suburban RST,2021,"52,000 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,None reported,Yes,61000.0,101689
Ford,F-150 Heritage XL SuperCab Flareside,2004,"60,260 mi.",Gasoline,380.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,30500.0,101690
Porsche,911 GT3 RS,2019,"15,509 mi.",Gasoline,4.0L H6 24V GDI DOHC,7-Speed Automatic with Auto-Shift,Lizard Green,Black,None reported,,229900.0,101691
Porsche,Cayman Base,2011,"66,000 mi.",Gasoline,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,,,28000.0,101692
BMW,X6 sDrive35i,2016,"70,582 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,35000.0,101693
Volkswagen,Beetle 1.8T,2016,"30,000 mi.",Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,19000.0,101694
Toyota,4Runner Limited,2014,"65,000 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,None reported,Yes,27999.0,101695
GMC,Yukon XL SLT,2017,"47,589 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,45500.0,101696
Jaguar,XE 20d Prestige,2018,"34,322 mi.",Diesel,2.0 Liter,Automatic,Blue,Beige,None reported,,29998.0,101697
Lexus,RX 450h Base,2012,"239,000 mi.",Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Black,None reported,Yes,7000.0,101698
Mercedes-Benz,SL-Class SL500 Roadster,2004,"46,000 mi.",Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,18853.0,101699
Honda,Civic LX,2003,"160,265 mi.",Gasoline,115.0HP 1.7L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,3000.0,101700
Porsche,Taycan Base,2022,"9,728 mi.",,375.0HP Electric Motor Electric Fuel System,A/T,White,Beige,None reported,Yes,89000.0,101701
Acura,TLX V6 Tech,2015,"38,000 mi.",Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,21900.0,101702
Jeep,Wagoneer Series II 4x4,2022,"29,800 mi.",Gasoline,"HEMI 5.7L V-8 variable valve control, regular unleaded, engine w","Automatic, 8-Spd",–,–,None reported,,58900.0,101703
Ford,F-150 Lariat,2017,"74,349 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,–,None reported,Yes,36000.0,101704
Porsche,911 GT3,2018,"5,989 mi.",Gasoline,"4L H-6 gasoline direct injection, DOHC, VarioCam Plus variable v","Manual, 6-Spd",GT SILVER,BLACK,None reported,,209000.0,101705
BMW,X7 xDrive40i,2022,"8,000 mi.",Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Blue,Brown,None reported,Yes,85000.0,101706
Mercedes-Benz,AMG G 63 Base,2017,"73,000 mi.",Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,78000.0,101707
BMW,M5 Competition,2020,"35,400 mi.",Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Orange,Black,None reported,Yes,71950.0,101708
Mercedes-Benz,SL-Class SL600 Roadster,2007,"78,200 mi.",Gasoline,510.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,22999.0,101709
Tesla,Model X 75D,2017,"70,579 mi.",,518.0HP Electric Motor Electric Fuel System,A/T,Black,White,None reported,Yes,42250.0,101710
Porsche,Boxster Base,2010,"64,800 mi.",Gasoline,255.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,At least 1 accident or damage reported,Yes,20900.0,101711
GMC,Terrain SLE,2020,"26,470 mi.",Gasoline,1.5L I4 16V GDI DOHC Turbo,9-Speed Automatic,Summit White,Jet Black,None reported,Yes,29900.0,101712
Subaru,Ascent Touring 7-Passenger,2020,"40,971 mi.",Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Brown,None reported,Yes,32500.0,101713
Mercedes-Benz,Metris Base,2018,"32,000 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,44900.0,101714
Jeep,Liberty Renegade,2004,"144,770 mi.",Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,6500.0,101715
Acura,MDX 3.5L w/Technology Package,2019,"90,605 mi.",Gasoline,3.5 Liter,Automatic,White,Parchment,None reported,,27698.0,101716
BMW,328 i xDrive,2010,"132,000 mi.",Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,8500.0,101717
Chevrolet,Suburban LT,2016,"98,000 mi.",E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Transmission Overdrive Switch,Gray,Gray,At least 1 accident or damage reported,Yes,30000.0,101718
Lexus,LX 570 Three-Row,2018,"39,300 mi.",Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,69500.0,101719
Rivian,R1S Launch Edition,2023,299 mi.,,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Gray,None reported,Yes,92500.0,101720
Lexus,RX 300 4WD,1999,"249,083 mi.",Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,3500.0,101721
Ford,Focus RS Base,2016,"49,700 mi.",Gasoline,350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,31700.0,101722
Kia,Sorento SXL,2017,"108,559 mi.",Gasoline,3.3L V6 24V GDI DOHC,6-Speed Automatic,Titanium Silver,Satin Black,None reported,,15998.0,101723
Toyota,Mirai Base,2016,"40,000 mi.",not supported,151.0HP Electric Motor Hydrogen Fuel,A/T,Silver,Black,None reported,Yes,9500.0,101724
Lincoln,MKC Reserve,2019,"35,469 mi.",Gasoline,2.3L I4 16V GDI DOHC Turbo,6-Speed Automatic,Black,–,,,30890.0,101725
Hummer,H2 Base,2003,"109,000 mi.",Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,17500.0,101726
McLaren,570S Spider,2018,"5,918 mi.",Gasoline,3.8L V8 32V MPFI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Silician Yellow,Jet Black,None reported,,179900.0,101727
Rivian,R1S Launch Edition,2023,"1,885 mi.",,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Green,White,None reported,Yes,93500.0,101728
Ford,Mustang Shelby GT500,2007,"7,346 mi.",Gasoline,500.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,40999.0,101729
Lamborghini,Urus Pearl Capsule,2021,"3,771 mi.",Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Grigio Nimbus,Bianco Polar,None reported,,259991.0,101730
Chevrolet,Suburban High Country,2021,"23,292 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Black,None reported,Yes,73500.0,101731
Nissan,Versa 1.6 SL,2015,"85,768 mi.",Gasoline,109.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,8250.0,101732
Jeep,Gladiator Willys,2022,"8,400 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,47000.0,101733
BMW,528 i,2016,"82,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,16995.0,101734
Lexus,ES 250 Base,2021,"17,570 mi.",Gasoline,2.5 Liter,Automatic,Emin White,Black,None reported,,39998.0,101735
Land,Rover Range Rover Sport HSE,2013,"111,000 mi.",Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,15000.0,101736
Chevrolet,Tahoe LTZ,2007,"177,000 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,Gold,Beige,At least 1 accident or damage reported,Yes,10750.0,101737
Bentley,Bentayga Speed,2020,"15,109 mi.",Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,8-Speed Automatic,Ice,Beluga Hide,,,162950.0,101738
Ford,Focus RS Base,2016,"14,900 mi.",Gasoline,350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,39000.0,101739
BMW,M5 Base,2013,"61,145 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,37500.0,101740
Porsche,Taycan Base,2021,"13,344 mi.",,321.0HP Electric Motor Electric Fuel System,2-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,83499.0,101741
Mazda,RX-8 Grand Touring,2008,"81,219 mi.",Gasoline,232.0HP 1.3L Rotary engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,8500.0,101742
Mercedes-Benz,C-Class C 300 4MATIC Sport,2016,"67,289 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,20490.0,101743
Ford,Mustang SVT Cobra,2003,"16,100 mi.",Gasoline,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,M/T,Red,Beige,None reported,Yes,35500.0,101744
Audi,S5 3.0T Premium Plus,2014,"67,900 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,,,25990.0,101745
Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,"36,500 mi.",Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,72000.0,101746
Ford,F-250 Lariat,2019,"80,200 mi.",E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,42500.0,101747
RAM,1500 Limited,2019,"29,000 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,49500.0,101748
BMW,X6 xDrive40i,2022,"13,000 mi.",Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Orange,None reported,Yes,69000.0,101749
Lamborghini,Aventador SVJ Base,2019,"6,929 mi.",Gasoline,759.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,649999.0,101750
GMC,Sierra 3500 Denali,2019,"73,091 mi.",Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,58500.0,101751
Mercedes-Benz,C-Class C 300 4MATIC,2018,"49,000 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,23450.0,101752
Jeep,Grand Cherokee Limited,2017,"80,150 mi.",Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,22500.0,101753
Lincoln,Corsair Reserve,2021,"29,336 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,Sandstone,None reported,,36999.0,101754
Subaru,Outback 2.5i Limited,2014,"78,007 mi.",Gasoline,173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,14750.0,101755
Jaguar,XJ6 Vanden Plas,1995,"70,000 mi.",–,–,A/T,Gold,–,None reported,Yes,19000.0,101756
Honda,Insight EX,2020,"64,200 mi.",Hybrid,151.0HP 1.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,20499.0,101757
Mercedes-Benz,C-Class C 63 AMG,2014,"42,000 mi.",Gasoline,451.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,45000.0,101758
MINI,Cooper Base,2010,"58,000 mi.",Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gold,Black,None reported,Yes,8000.0,101759
Chevrolet,Corvette Base,2006,"39,132 mi.",Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,35000.0,101760
Dodge,Charger R/T 392,2017,"73,350 mi.",Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,37000.0,101761
Land,Rover Range Rover Sport HSE,2019,"65,019 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,40500.0,101762
Dodge,Sprinter 2500 High Roof,2004,"55,000 mi.",Diesel,154.0HP 2.7L 5 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,24000.0,101763
Buick,LaCrosse Base,2017,"67,500 mi.",Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,20000.0,101764
Toyota,Highlander Platinum,2020,"41,000 mi.",Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,38700.0,101765
Chevrolet,Tahoe Base,1997,"229,000 mi.",Diesel,180.0HP 6.5L 8 Cylinder Engine Diesel Fuel,A/T,Green,Beige,At least 1 accident or damage reported,Yes,19500.0,101766
Jeep,New Compass Trailhawk,2017,"119,000 mi.",Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,15900.0,101767
GMC,Acadia Denali,2021,"18,083 mi.",Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Ebony Twilight Metallic,Jet Black,None reported,Yes,43999.0,101768
Mazda,Mazda3 s Sport,2008,"77,700 mi.",Gasoline,156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,6300.0,101769
Lexus,NX 350h Premium,2024,300 mi.,Hybrid,240.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Black,None reported,Yes,50999.0,101770
Chevrolet,Traverse Premier,2018,"68,455 mi.",Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,30989.0,101771
Audi,Q5 2.0T Premium Plus,2018,"50,400 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,28500.0,101772
Bugatti,Veyron 16.4 Grand Sport,2011,"6,330 mi.",Gasoline,8.0L W16 64V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,White,White,None reported,Yes,1950995.0,101773
Mercedes-Benz,E-Class E 350,2012,"31,130 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,23500.0,101774
